group,trial,projection_seed,checkpoint,entity_type,role,count,share,total_unique
固定射影,1,20260804,0,Node,全共有幹線,3,0.04166667,72
固定射影,1,20260804,0,Node,学習・類似共有,11,0.15277778,72
固定射影,1,20260804,0,Node,学習文専用,14,0.19444444,72
固定射影,1,20260804,0,Node,類似文専用,17,0.23611111,72
固定射影,1,20260804,0,Node,無関係文専用,27,0.375,72
固定射影,1,20260804,0,Node,学習・無関係共有,0,0.0,72
固定射影,1,20260804,0,Node,類似・無関係共有,0,0.0,72
固定射影,1,20260804,0,Edge,全共有幹線,3,0.06,50
固定射影,1,20260804,0,Edge,学習・類似共有,8,0.16,50
固定射影,1,20260804,0,Edge,学習文専用,8,0.16,50
固定射影,1,20260804,0,Edge,類似文専用,12,0.24,50
固定射影,1,20260804,0,Edge,無関係文専用,19,0.38,50
固定射影,1,20260804,0,Edge,学習・無関係共有,0,0.0,50
固定射影,1,20260804,0,Edge,類似・無関係共有,0,0.0,50
固定射影,1,20260804,1,Node,全共有幹線,3,0.04166667,72
固定射影,1,20260804,1,Node,学習・類似共有,12,0.16666667,72
固定射影,1,20260804,1,Node,学習文専用,15,0.20833333,72
固定射影,1,20260804,1,Node,類似文専用,15,0.20833333,72
固定射影,1,20260804,1,Node,無関係文専用,27,0.375,72
固定射影,1,20260804,1,Node,学習・無関係共有,0,0.0,72
固定射影,1,20260804,1,Node,類似・無関係共有,0,0.0,72
固定射影,1,20260804,1,Edge,全共有幹線,3,0.06,50
固定射影,1,20260804,1,Edge,学習・類似共有,9,0.18,50
固定射影,1,20260804,1,Edge,学習文専用,9,0.18,50
固定射影,1,20260804,1,Edge,類似文専用,10,0.2,50
固定射影,1,20260804,1,Edge,無関係文専用,19,0.38,50
固定射影,1,20260804,1,Edge,学習・無関係共有,0,0.0,50
固定射影,1,20260804,1,Edge,類似・無関係共有,0,0.0,50
固定射影,1,20260804,5,Node,全共有幹線,3,0.04,75
固定射影,1,20260804,5,Node,学習・類似共有,12,0.16,75
固定射影,1,20260804,5,Node,学習文専用,17,0.22666667,75
固定射影,1,20260804,5,Node,類似文専用,16,0.21333333,75
固定射影,1,20260804,5,Node,無関係文専用,27,0.36,75
固定射影,1,20260804,5,Node,学習・無関係共有,0,0.0,75
固定射影,1,20260804,5,Node,類似・無関係共有,0,0.0,75
固定射影,1,20260804,5,Edge,全共有幹線,3,0.05660377,53
固定射影,1,20260804,5,Edge,学習・類似共有,9,0.16981132,53
固定射影,1,20260804,5,Edge,学習文専用,11,0.20754717,53
固定射影,1,20260804,5,Edge,類似文専用,11,0.20754717,53
固定射影,1,20260804,5,Edge,無関係文専用,19,0.35849057,53
固定射影,1,20260804,5,Edge,学習・無関係共有,0,0.0,53
固定射影,1,20260804,5,Edge,類似・無関係共有,0,0.0,53
固定射影,1,20260804,10,Node,全共有幹線,3,0.03797468,79
固定射影,1,20260804,10,Node,学習・類似共有,12,0.15189873,79
固定射影,1,20260804,10,Node,学習文専用,19,0.24050633,79
固定射影,1,20260804,10,Node,類似文専用,18,0.2278481,79
固定射影,1,20260804,10,Node,無関係文専用,27,0.34177215,79
固定射影,1,20260804,10,Node,学習・無関係共有,0,0.0,79
固定射影,1,20260804,10,Node,類似・無関係共有,0,0.0,79
固定射影,1,20260804,10,Edge,全共有幹線,3,0.05263158,57
固定射影,1,20260804,10,Edge,学習・類似共有,9,0.15789474,57
固定射影,1,20260804,10,Edge,学習文専用,13,0.22807018,57
固定射影,1,20260804,10,Edge,類似文専用,13,0.22807018,57
固定射影,1,20260804,10,Edge,無関係文専用,19,0.33333333,57
固定射影,1,20260804,10,Edge,学習・無関係共有,0,0.0,57
固定射影,1,20260804,10,Edge,類似・無関係共有,0,0.0,57
固定射影,1,20260804,20,Node,全共有幹線,3,0.03488372,86
固定射影,1,20260804,20,Node,学習・類似共有,15,0.1744186,86
固定射影,1,20260804,20,Node,学習文専用,23,0.26744186,86
固定射影,1,20260804,20,Node,類似文専用,18,0.20930233,86
固定射影,1,20260804,20,Node,無関係文専用,27,0.31395349,86
固定射影,1,20260804,20,Node,学習・無関係共有,0,0.0,86
固定射影,1,20260804,20,Node,類似・無関係共有,0,0.0,86
固定射影,1,20260804,20,Edge,全共有幹線,3,0.04615385,65
固定射影,1,20260804,20,Edge,学習・類似共有,12,0.18461538,65
固定射影,1,20260804,20,Edge,学習文専用,17,0.26153846,65
固定射影,1,20260804,20,Edge,類似文専用,14,0.21538462,65
固定射影,1,20260804,20,Edge,無関係文専用,19,0.29230769,65
固定射影,1,20260804,20,Edge,学習・無関係共有,0,0.0,65
固定射影,1,20260804,20,Edge,類似・無関係共有,0,0.0,65
固定射影,1,20260804,50,Node,全共有幹線,3,0.03370787,89
固定射影,1,20260804,50,Node,学習・類似共有,17,0.19101124,89
固定射影,1,20260804,50,Node,学習文専用,25,0.28089888,89
固定射影,1,20260804,50,Node,類似文専用,18,0.20224719,89
固定射影,1,20260804,50,Node,無関係文専用,26,0.29213483,89
固定射影,1,20260804,50,Node,学習・無関係共有,0,0.0,89
固定射影,1,20260804,50,Node,類似・無関係共有,0,0.0,89
固定射影,1,20260804,50,Edge,全共有幹線,3,0.04545455,66
固定射影,1,20260804,50,Edge,学習・類似共有,14,0.21212121,66
固定射影,1,20260804,50,Edge,学習文専用,19,0.28787879,66
固定射影,1,20260804,50,Edge,類似文専用,13,0.1969697,66
固定射影,1,20260804,50,Edge,無関係文専用,17,0.25757576,66
固定射影,1,20260804,50,Edge,学習・無関係共有,0,0.0,66
固定射影,1,20260804,50,Edge,類似・無関係共有,0,0.0,66
固定射影,2,20260804,0,Node,全共有幹線,3,0.04166667,72
固定射影,2,20260804,0,Node,学習・類似共有,11,0.15277778,72
固定射影,2,20260804,0,Node,学習文専用,14,0.19444444,72
固定射影,2,20260804,0,Node,類似文専用,17,0.23611111,72
固定射影,2,20260804,0,Node,無関係文専用,27,0.375,72
固定射影,2,20260804,0,Node,学習・無関係共有,0,0.0,72
固定射影,2,20260804,0,Node,類似・無関係共有,0,0.0,72
固定射影,2,20260804,0,Edge,全共有幹線,3,0.06,50
固定射影,2,20260804,0,Edge,学習・類似共有,8,0.16,50
固定射影,2,20260804,0,Edge,学習文専用,8,0.16,50
固定射影,2,20260804,0,Edge,類似文専用,12,0.24,50
固定射影,2,20260804,0,Edge,無関係文専用,19,0.38,50
固定射影,2,20260804,0,Edge,学習・無関係共有,0,0.0,50
固定射影,2,20260804,0,Edge,類似・無関係共有,0,0.0,50
固定射影,2,20260804,1,Node,全共有幹線,3,0.04166667,72
固定射影,2,20260804,1,Node,学習・類似共有,12,0.16666667,72
固定射影,2,20260804,1,Node,学習文専用,15,0.20833333,72
固定射影,2,20260804,1,Node,類似文専用,15,0.20833333,72
固定射影,2,20260804,1,Node,無関係文専用,27,0.375,72
固定射影,2,20260804,1,Node,学習・無関係共有,0,0.0,72
固定射影,2,20260804,1,Node,類似・無関係共有,0,0.0,72
固定射影,2,20260804,1,Edge,全共有幹線,3,0.06,50
固定射影,2,20260804,1,Edge,学習・類似共有,9,0.18,50
固定射影,2,20260804,1,Edge,学習文専用,9,0.18,50
固定射影,2,20260804,1,Edge,類似文専用,10,0.2,50
固定射影,2,20260804,1,Edge,無関係文専用,19,0.38,50
固定射影,2,20260804,1,Edge,学習・無関係共有,0,0.0,50
固定射影,2,20260804,1,Edge,類似・無関係共有,0,0.0,50
固定射影,2,20260804,5,Node,全共有幹線,3,0.03846154,78
固定射影,2,20260804,5,Node,学習・類似共有,12,0.15384615,78
固定射影,2,20260804,5,Node,学習文専用,18,0.23076923,78
固定射影,2,20260804,5,Node,類似文専用,18,0.23076923,78
固定射影,2,20260804,5,Node,無関係文専用,27,0.34615385,78
固定射影,2,20260804,5,Node,学習・無関係共有,0,0.0,78
固定射影,2,20260804,5,Node,類似・無関係共有,0,0.0,78
固定射影,2,20260804,5,Edge,全共有幹線,3,0.05357143,56
固定射影,2,20260804,5,Edge,学習・類似共有,9,0.16071429,56
固定射影,2,20260804,5,Edge,学習文専用,12,0.21428571,56
固定射影,2,20260804,5,Edge,類似文専用,13,0.23214286,56
固定射影,2,20260804,5,Edge,無関係文専用,19,0.33928571,56
固定射影,2,20260804,5,Edge,学習・無関係共有,0,0.0,56
固定射影,2,20260804,5,Edge,類似・無関係共有,0,0.0,56
固定射影,2,20260804,10,Node,全共有幹線,3,0.03797468,79
固定射影,2,20260804,10,Node,学習・類似共有,12,0.15189873,79
固定射影,2,20260804,10,Node,学習文専用,19,0.24050633,79
固定射影,2,20260804,10,Node,類似文専用,18,0.2278481,79
固定射影,2,20260804,10,Node,無関係文専用,27,0.34177215,79
固定射影,2,20260804,10,Node,学習・無関係共有,0,0.0,79
固定射影,2,20260804,10,Node,類似・無関係共有,0,0.0,79
固定射影,2,20260804,10,Edge,全共有幹線,3,0.05263158,57
固定射影,2,20260804,10,Edge,学習・類似共有,9,0.15789474,57
固定射影,2,20260804,10,Edge,学習文専用,13,0.22807018,57
固定射影,2,20260804,10,Edge,類似文専用,13,0.22807018,57
固定射影,2,20260804,10,Edge,無関係文専用,19,0.33333333,57
固定射影,2,20260804,10,Edge,学習・無関係共有,0,0.0,57
固定射影,2,20260804,10,Edge,類似・無関係共有,0,0.0,57
固定射影,2,20260804,20,Node,全共有幹線,3,0.03488372,86
固定射影,2,20260804,20,Node,学習・類似共有,15,0.1744186,86
固定射影,2,20260804,20,Node,学習文専用,23,0.26744186,86
固定射影,2,20260804,20,Node,類似文専用,18,0.20930233,86
固定射影,2,20260804,20,Node,無関係文専用,27,0.31395349,86
固定射影,2,20260804,20,Node,学習・無関係共有,0,0.0,86
固定射影,2,20260804,20,Node,類似・無関係共有,0,0.0,86
固定射影,2,20260804,20,Edge,全共有幹線,3,0.04615385,65
固定射影,2,20260804,20,Edge,学習・類似共有,12,0.18461538,65
固定射影,2,20260804,20,Edge,学習文専用,17,0.26153846,65
固定射影,2,20260804,20,Edge,類似文専用,14,0.21538462,65
固定射影,2,20260804,20,Edge,無関係文専用,19,0.29230769,65
固定射影,2,20260804,20,Edge,学習・無関係共有,0,0.0,65
固定射影,2,20260804,20,Edge,類似・無関係共有,0,0.0,65
固定射影,2,20260804,50,Node,全共有幹線,3,0.03296703,91
固定射影,2,20260804,50,Node,学習・類似共有,17,0.18681319,91
固定射影,2,20260804,50,Node,学習文専用,25,0.27472527,91
固定射影,2,20260804,50,Node,類似文専用,20,0.21978022,91
固定射影,2,20260804,50,Node,無関係文専用,26,0.28571429,91
固定射影,2,20260804,50,Node,学習・無関係共有,0,0.0,91
固定射影,2,20260804,50,Node,類似・無関係共有,0,0.0,91
固定射影,2,20260804,50,Edge,全共有幹線,3,0.04411765,68
固定射影,2,20260804,50,Edge,学習・類似共有,14,0.20588235,68
固定射影,2,20260804,50,Edge,学習文専用,19,0.27941176,68
固定射影,2,20260804,50,Edge,類似文専用,15,0.22058824,68
固定射影,2,20260804,50,Edge,無関係文専用,17,0.25,68
固定射影,2,20260804,50,Edge,学習・無関係共有,0,0.0,68
固定射影,2,20260804,50,Edge,類似・無関係共有,0,0.0,68
固定射影,3,20260804,0,Node,全共有幹線,3,0.04054054,74
固定射影,3,20260804,0,Node,学習・類似共有,9,0.12162162,74
固定射影,3,20260804,0,Node,学習文専用,16,0.21621622,74
固定射影,3,20260804,0,Node,類似文専用,19,0.25675676,74
固定射影,3,20260804,0,Node,無関係文専用,27,0.36486486,74
固定射影,3,20260804,0,Node,学習・無関係共有,0,0.0,74
固定射影,3,20260804,0,Node,類似・無関係共有,0,0.0,74
固定射影,3,20260804,0,Edge,全共有幹線,3,0.05769231,52
固定射影,3,20260804,0,Edge,学習・類似共有,6,0.11538462,52
固定射影,3,20260804,0,Edge,学習文専用,10,0.19230769,52
固定射影,3,20260804,0,Edge,類似文専用,14,0.26923077,52
固定射影,3,20260804,0,Edge,無関係文専用,19,0.36538462,52
固定射影,3,20260804,0,Edge,学習・無関係共有,0,0.0,52
固定射影,3,20260804,0,Edge,類似・無関係共有,0,0.0,52
固定射影,3,20260804,1,Node,全共有幹線,3,0.04166667,72
固定射影,3,20260804,1,Node,学習・類似共有,12,0.16666667,72
固定射影,3,20260804,1,Node,学習文専用,15,0.20833333,72
固定射影,3,20260804,1,Node,類似文専用,15,0.20833333,72
固定射影,3,20260804,1,Node,無関係文専用,27,0.375,72
固定射影,3,20260804,1,Node,学習・無関係共有,0,0.0,72
固定射影,3,20260804,1,Node,類似・無関係共有,0,0.0,72
固定射影,3,20260804,1,Edge,全共有幹線,3,0.06,50
固定射影,3,20260804,1,Edge,学習・類似共有,9,0.18,50
固定射影,3,20260804,1,Edge,学習文専用,9,0.18,50
固定射影,3,20260804,1,Edge,類似文専用,10,0.2,50
固定射影,3,20260804,1,Edge,無関係文専用,19,0.38,50
固定射影,3,20260804,1,Edge,学習・無関係共有,0,0.0,50
固定射影,3,20260804,1,Edge,類似・無関係共有,0,0.0,50
固定射影,3,20260804,5,Node,全共有幹線,3,0.04,75
固定射影,3,20260804,5,Node,学習・類似共有,12,0.16,75
固定射影,3,20260804,5,Node,学習文専用,17,0.22666667,75
固定射影,3,20260804,5,Node,類似文専用,16,0.21333333,75
固定射影,3,20260804,5,Node,無関係文専用,27,0.36,75
固定射影,3,20260804,5,Node,学習・無関係共有,0,0.0,75
固定射影,3,20260804,5,Node,類似・無関係共有,0,0.0,75
固定射影,3,20260804,5,Edge,全共有幹線,3,0.05660377,53
固定射影,3,20260804,5,Edge,学習・類似共有,9,0.16981132,53
固定射影,3,20260804,5,Edge,学習文専用,11,0.20754717,53
固定射影,3,20260804,5,Edge,類似文専用,11,0.20754717,53
固定射影,3,20260804,5,Edge,無関係文専用,19,0.35849057,53
固定射影,3,20260804,5,Edge,学習・無関係共有,0,0.0,53
固定射影,3,20260804,5,Edge,類似・無関係共有,0,0.0,53
固定射影,3,20260804,10,Node,全共有幹線,3,0.03797468,79
固定射影,3,20260804,10,Node,学習・類似共有,12,0.15189873,79
固定射影,3,20260804,10,Node,学習文専用,19,0.24050633,79
固定射影,3,20260804,10,Node,類似文専用,18,0.2278481,79
固定射影,3,20260804,10,Node,無関係文専用,27,0.34177215,79
固定射影,3,20260804,10,Node,学習・無関係共有,0,0.0,79
固定射影,3,20260804,10,Node,類似・無関係共有,0,0.0,79
固定射影,3,20260804,10,Edge,全共有幹線,3,0.05263158,57
固定射影,3,20260804,10,Edge,学習・類似共有,9,0.15789474,57
固定射影,3,20260804,10,Edge,学習文専用,13,0.22807018,57
固定射影,3,20260804,10,Edge,類似文専用,13,0.22807018,57
固定射影,3,20260804,10,Edge,無関係文専用,19,0.33333333,57
固定射影,3,20260804,10,Edge,学習・無関係共有,0,0.0,57
固定射影,3,20260804,10,Edge,類似・無関係共有,0,0.0,57
固定射影,3,20260804,20,Node,全共有幹線,3,0.03571429,84
固定射影,3,20260804,20,Node,学習・類似共有,17,0.20238095,84
固定射影,3,20260804,20,Node,学習文専用,21,0.25,84
固定射影,3,20260804,20,Node,類似文専用,16,0.19047619,84
固定射影,3,20260804,20,Node,無関係文専用,27,0.32142857,84
固定射影,3,20260804,20,Node,学習・無関係共有,0,0.0,84
固定射影,3,20260804,20,Node,類似・無関係共有,0,0.0,84
固定射影,3,20260804,20,Edge,全共有幹線,3,0.04761905,63
固定射影,3,20260804,20,Edge,学習・類似共有,14,0.22222222,63
固定射影,3,20260804,20,Edge,学習文専用,15,0.23809524,63
固定射影,3,20260804,20,Edge,類似文専用,12,0.19047619,63
固定射影,3,20260804,20,Edge,無関係文専用,19,0.3015873,63
固定射影,3,20260804,20,Edge,学習・無関係共有,0,0.0,63
固定射影,3,20260804,20,Edge,類似・無関係共有,0,0.0,63
固定射影,3,20260804,50,Node,全共有幹線,3,0.03296703,91
固定射影,3,20260804,50,Node,学習・類似共有,17,0.18681319,91
固定射影,3,20260804,50,Node,学習文専用,25,0.27472527,91
固定射影,3,20260804,50,Node,類似文専用,20,0.21978022,91
固定射影,3,20260804,50,Node,無関係文専用,26,0.28571429,91
固定射影,3,20260804,50,Node,学習・無関係共有,0,0.0,91
固定射影,3,20260804,50,Node,類似・無関係共有,0,0.0,91
固定射影,3,20260804,50,Edge,全共有幹線,3,0.04411765,68
固定射影,3,20260804,50,Edge,学習・類似共有,14,0.20588235,68
固定射影,3,20260804,50,Edge,学習文専用,19,0.27941176,68
固定射影,3,20260804,50,Edge,類似文専用,15,0.22058824,68
固定射影,3,20260804,50,Edge,無関係文専用,17,0.25,68
固定射影,3,20260804,50,Edge,学習・無関係共有,0,0.0,68
固定射影,3,20260804,50,Edge,類似・無関係共有,0,0.0,68
固定射影,4,20260804,0,Node,全共有幹線,3,0.04054054,74
固定射影,4,20260804,0,Node,学習・類似共有,9,0.12162162,74
固定射影,4,20260804,0,Node,学習文専用,16,0.21621622,74
固定射影,4,20260804,0,Node,類似文専用,19,0.25675676,74
固定射影,4,20260804,0,Node,無関係文専用,27,0.36486486,74
固定射影,4,20260804,0,Node,学習・無関係共有,0,0.0,74
固定射影,4,20260804,0,Node,類似・無関係共有,0,0.0,74
固定射影,4,20260804,0,Edge,全共有幹線,3,0.05769231,52
固定射影,4,20260804,0,Edge,学習・類似共有,6,0.11538462,52
固定射影,4,20260804,0,Edge,学習文専用,10,0.19230769,52
固定射影,4,20260804,0,Edge,類似文専用,14,0.26923077,52
固定射影,4,20260804,0,Edge,無関係文専用,19,0.36538462,52
固定射影,4,20260804,0,Edge,学習・無関係共有,0,0.0,52
固定射影,4,20260804,0,Edge,類似・無関係共有,0,0.0,52
固定射影,4,20260804,1,Node,全共有幹線,3,0.04054054,74
固定射影,4,20260804,1,Node,学習・類似共有,10,0.13513514,74
固定射影,4,20260804,1,Node,学習文専用,17,0.22972973,74
固定射影,4,20260804,1,Node,類似文専用,17,0.22972973,74
固定射影,4,20260804,1,Node,無関係文専用,27,0.36486486,74
固定射影,4,20260804,1,Node,学習・無関係共有,0,0.0,74
固定射影,4,20260804,1,Node,類似・無関係共有,0,0.0,74
固定射影,4,20260804,1,Edge,全共有幹線,3,0.05769231,52
固定射影,4,20260804,1,Edge,学習・類似共有,7,0.13461538,52
固定射影,4,20260804,1,Edge,学習文専用,11,0.21153846,52
固定射影,4,20260804,1,Edge,類似文専用,12,0.23076923,52
固定射影,4,20260804,1,Edge,無関係文専用,19,0.36538462,52
固定射影,4,20260804,1,Edge,学習・無関係共有,0,0.0,52
固定射影,4,20260804,1,Edge,類似・無関係共有,0,0.0,52
固定射影,4,20260804,5,Node,全共有幹線,3,0.04,75
固定射影,4,20260804,5,Node,学習・類似共有,12,0.16,75
固定射影,4,20260804,5,Node,学習文専用,17,0.22666667,75
固定射影,4,20260804,5,Node,類似文専用,16,0.21333333,75
固定射影,4,20260804,5,Node,無関係文専用,27,0.36,75
固定射影,4,20260804,5,Node,学習・無関係共有,0,0.0,75
固定射影,4,20260804,5,Node,類似・無関係共有,0,0.0,75
固定射影,4,20260804,5,Edge,全共有幹線,3,0.05660377,53
固定射影,4,20260804,5,Edge,学習・類似共有,9,0.16981132,53
固定射影,4,20260804,5,Edge,学習文専用,11,0.20754717,53
固定射影,4,20260804,5,Edge,類似文専用,11,0.20754717,53
固定射影,4,20260804,5,Edge,無関係文専用,19,0.35849057,53
固定射影,4,20260804,5,Edge,学習・無関係共有,0,0.0,53
固定射影,4,20260804,5,Edge,類似・無関係共有,0,0.0,53
固定射影,4,20260804,10,Node,全共有幹線,3,0.03797468,79
固定射影,4,20260804,10,Node,学習・類似共有,12,0.15189873,79
固定射影,4,20260804,10,Node,学習文専用,19,0.24050633,79
固定射影,4,20260804,10,Node,類似文専用,18,0.2278481,79
固定射影,4,20260804,10,Node,無関係文専用,27,0.34177215,79
固定射影,4,20260804,10,Node,学習・無関係共有,0,0.0,79
固定射影,4,20260804,10,Node,類似・無関係共有,0,0.0,79
固定射影,4,20260804,10,Edge,全共有幹線,3,0.05263158,57
固定射影,4,20260804,10,Edge,学習・類似共有,9,0.15789474,57
固定射影,4,20260804,10,Edge,学習文専用,13,0.22807018,57
固定射影,4,20260804,10,Edge,類似文専用,13,0.22807018,57
固定射影,4,20260804,10,Edge,無関係文専用,19,0.33333333,57
固定射影,4,20260804,10,Edge,学習・無関係共有,0,0.0,57
固定射影,4,20260804,10,Edge,類似・無関係共有,0,0.0,57
固定射影,4,20260804,20,Node,全共有幹線,3,0.03571429,84
固定射影,4,20260804,20,Node,学習・類似共有,17,0.20238095,84
